feedback_text,feedback_timestamp,menu_item,meal_time
Good quality and well cooked.,2024-05-21T00:00:00,Idli,Breakfast
Decent meal overall.,2025-11-12T00:00:00,Gulab Jamun,Snacks
The food tasted great today.,2025-12-31T00:00:00,Mutton Curry,Lunch
"Amazing flavors, I loved the taste.",2024-07-20T00:00:00,Roti,Lunch
The food was too oily.,2024-08-12T00:00:00,Uggani,Breakfast
Good quality and well cooked.,2024-09-11T00:00:00,Dosa,Dinner
"Fresh and tasty, good job by the kitchen.",2024-04-10T00:00:00,Ice Cream,Dinner
Decent meal overall.,2024-11-14T00:00:00,Roti,Snacks
"It was fine, could be better.",2025-08-15T00:00:00,Veg Curry,Dinner
Good quality and well cooked.,2024-05-18T00:00:00,Curd Rice,Lunch
Good quality and well cooked.,2024-11-08T00:00:00,Uggani,Lunch
Portion size was perfect and taste was nice.,2025-10-05T00:00:00,Pongal,Snacks
"Fresh and tasty, good job by the kitchen.",2025-03-23T00:00:00,Bonda,Lunch
Portion size was perfect and taste was nice.,2025-03-28T00:00:00,Sambar Rice,Lunch
"Fresh and tasty, good job by the kitchen.",2024-12-28T00:00:00,Samosa,Snacks
"Fresh and tasty, good job by the kitchen.",2025-02-24T00:00:00,Uggani,Dinner
Decent meal overall.,2024-01-28T00:00:00,Bonda,Breakfast
The meal was light and refreshing.,2024-05-23T00:00:00,Uggani,Breakfast
Portion size was perfect and taste was nice.,2025-06-08T00:00:00,Paneer Curry,Lunch
Portion size was perfect and taste was nice.,2025-07-10T00:00:00,Gulab Jamun,Lunch
The meal was light and refreshing.,2025-02-06T00:00:00,Paneer Curry,Breakfast
"Amazing flavors, I loved the taste.",2024-01-07T00:00:00,Curd Rice,Dinner
The meal was light and refreshing.,2024-02-25T00:00:00,Bonda,Dinner
Good quality and well cooked.,2025-10-27T00:00:00,Pongal,Breakfast
Decent meal overall.,2024-04-09T00:00:00,Sambar Rice,Snacks
"Amazing flavors, I loved the taste.",2024-12-05T00:00:00,Paneer Curry,Dinner
"Amazing flavors, I loved the taste.",2025-08-21T00:00:00,Dosa,Breakfast
"Amazing flavors, I loved the taste.",2024-07-28T00:00:00,Fish Curry,Breakfast
Portion size was perfect and taste was nice.,2026-01-28T00:00:00,Fish Curry,Lunch
"Really enjoyed the meal, it was delicious.",2025-11-22T00:00:00,Vada,Lunch
"Amazing flavors, I loved the taste.",2024-11-14T00:00:00,Curd Rice,Snacks
Portion size was perfect and taste was nice.,2025-12-05T00:00:00,Idli,Dinner
The food tasted great today.,2024-01-01T00:00:00,Chicken Biryani,Breakfast
Portion size was perfect and taste was nice.,2024-04-09T00:00:00,Curd Rice,Breakfast
The temperature of the food was not good.,2025-04-30T00:00:00,Veg Biryani,Lunch
"Fresh and tasty, good job by the kitchen.",2024-02-26T00:00:00,Idli,Dinner
"Neither good nor bad, just normal.",2025-05-10T00:00:00,Sambar Rice,Snacks
The meal was light and refreshing.,2025-07-13T00:00:00,Veg Curry,Lunch
The meal was light and refreshing.,2025-11-04T00:00:00,Roti,Dinner
"Really enjoyed the meal, it was delicious.",2025-10-13T00:00:00,Sambar Rice,Dinner
"Really enjoyed the meal, it was delicious.",2026-02-01T00:00:00,Idli,Lunch
Portion size was perfect and taste was nice.,2026-01-29T00:00:00,Veg Biryani,Lunch
"Fresh and tasty, good job by the kitchen.",2025-05-06T00:00:00,Mutton Curry,Lunch
"Amazing flavors, I loved the taste.",2024-04-12T00:00:00,Paneer Curry,Snacks
"Amazing flavors, I loved the taste.",2024-10-08T00:00:00,Vada,Snacks
"Amazing flavors, I loved the taste.",2024-04-19T00:00:00,Ice Cream,Dinner
The meal was light and refreshing.,2025-03-11T00:00:00,Bonda,Dinner
"It was fine, could be better.",2025-04-13T00:00:00,Curd Rice,Breakfast
The food tasted great today.,2025-08-17T00:00:00,Sambar Rice,Dinner
"Amazing flavors, I loved the taste.",2025-10-28T00:00:00,Paneer Curry,Breakfast
Good quality and well cooked.,2024-05-22T00:00:00,Bonda,Breakfast
Good quality and well cooked.,2024-01-10T00:00:00,Bonda,Dinner
Portion size was perfect and taste was nice.,2025-05-30T00:00:00,Veg Curry,Snacks
"Amazing flavors, I loved the taste.",2025-06-21T00:00:00,Chicken Biryani,Snacks
"Really enjoyed the meal, it was delicious.",2025-11-02T00:00:00,Ice Cream,Breakfast
Decent meal overall.,2024-12-13T00:00:00,Curd Rice,Snacks
Good quality and well cooked.,2026-02-19T00:00:00,Bonda,Lunch
The food tasted great today.,2025-10-22T00:00:00,Paneer Curry,Dinner
"Fresh and tasty, good job by the kitchen.",2025-09-12T00:00:00,Vada,Dinner
"Really enjoyed the meal, it was delicious.",2025-12-15T00:00:00,Veg Curry,Snacks
Decent meal overall.,2025-09-24T00:00:00,Samosa,Snacks
The meal was okay.,2024-01-31T00:00:00,Ice Cream,Breakfast
The food tasted great today.,2025-11-12T00:00:00,Veg Curry,Lunch
"Amazing flavors, I loved the taste.",2025-05-02T00:00:00,Sambar Rice,Dinner
The meal was light and refreshing.,2026-01-20T00:00:00,Samosa,Lunch
"Really enjoyed the meal, it was delicious.",2026-01-15T00:00:00,Veg Biryani,Breakfast
The food tasted great today.,2024-03-04T00:00:00,Ice Cream,Dinner
The meal was okay.,2026-02-06T00:00:00,Roti,Breakfast
"It was fine, could be better.",2025-09-13T00:00:00,Pongal,Dinner
Good quality and well cooked.,2024-04-20T00:00:00,Idli,Lunch
"Taste was average, nothing special.",2025-10-14T00:00:00,Bonda,Dinner
"Really enjoyed the meal, it was delicious.",2024-09-15T00:00:00,Mutton Curry,Lunch
"Amazing flavors, I loved the taste.",2024-10-19T00:00:00,Vada,Dinner
"Amazing flavors, I loved the taste.",2024-06-14T00:00:00,Veg Biryani,Lunch
The food tasted great today.,2025-08-19T00:00:00,Uggani,Lunch
"Really enjoyed the meal, it was delicious.",2024-02-04T00:00:00,Idli,Breakfast
Good quality and well cooked.,2025-02-21T00:00:00,Curd Rice,Breakfast
Good quality and well cooked.,2024-07-08T00:00:00,Mutton Curry,Breakfast
"Really enjoyed the meal, it was delicious.",2024-07-31T00:00:00,Fish Curry,Dinner
Good quality and well cooked.,2025-09-25T00:00:00,Vada,Snacks
The meal was light and refreshing.,2024-03-09T00:00:00,Mutton Curry,Lunch
"Amazing flavors, I loved the taste.",2025-01-20T00:00:00,Bonda,Dinner
"Taste was average, nothing special.",2025-06-13T00:00:00,Pongal,Breakfast
The food tasted great today.,2025-05-25T00:00:00,Paneer Curry,Breakfast
Portion size was perfect and taste was nice.,2025-07-07T00:00:00,Veg Biryani,Breakfast
"Really enjoyed the meal, it was delicious.",2024-10-23T00:00:00,Samosa,Breakfast
The quantity was not enough.,2025-01-01T00:00:00,Roti,Dinner
The food was too oily.,2024-03-17T00:00:00,Pongal,Lunch
The meal was light and refreshing.,2025-06-14T00:00:00,Mutton Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2025-09-25T00:00:00,Fish Curry,Snacks
Portion size was perfect and taste was nice.,2025-04-27T00:00:00,Dosa,Breakfast
The food tasted great today.,2024-12-12T00:00:00,Roti,Breakfast
"Taste was average, nothing special.",2024-12-08T00:00:00,Uggani,Snacks
"Really enjoyed the meal, it was delicious.",2025-07-14T00:00:00,Dosa,Lunch
"Really enjoyed the meal, it was delicious.",2025-05-20T00:00:00,Samosa,Breakfast
"It was fine, could be better.",2024-03-13T00:00:00,Pongal,Breakfast
Portion size was perfect and taste was nice.,2025-05-05T00:00:00,Uggani,Breakfast
The meal was okay.,2024-04-16T00:00:00,Curd Rice,Snacks
Portion size was perfect and taste was nice.,2024-08-18T00:00:00,Dosa,Dinner
"Fresh and tasty, good job by the kitchen.",2024-11-06T00:00:00,Gulab Jamun,Dinner
The food tasted great today.,2024-01-27T00:00:00,Veg Biryani,Breakfast
"Amazing flavors, I loved the taste.",2025-12-01T00:00:00,Chicken Biryani,Dinner
The food tasted great today.,2025-01-31T00:00:00,Idli,Dinner
"Neither good nor bad, just normal.",2025-12-19T00:00:00,Ice Cream,Lunch
The food tasted great today.,2025-03-24T00:00:00,Uggani,Lunch
"It was fine, could be better.",2024-07-17T00:00:00,Sambar Rice,Snacks
The food tasted great today.,2024-08-31T00:00:00,Samosa,Dinner
Portion size was perfect and taste was nice.,2024-01-11T00:00:00,Veg Biryani,Breakfast
Decent meal overall.,2025-08-04T00:00:00,Veg Biryani,Dinner
"Taste was average, nothing special.",2024-02-28T00:00:00,Dosa,Breakfast
"Taste was average, nothing special.",2025-03-25T00:00:00,Pongal,Breakfast
The food tasted great today.,2024-11-17T00:00:00,Veg Curry,Snacks
Good quality and well cooked.,2024-05-12T00:00:00,Gulab Jamun,Lunch
"Amazing flavors, I loved the taste.",2024-05-05T00:00:00,Ice Cream,Dinner
"It was fine, could be better.",2025-07-10T00:00:00,Pongal,Breakfast
"Amazing flavors, I loved the taste.",2026-01-22T00:00:00,Chicken Biryani,Dinner
"Fresh and tasty, good job by the kitchen.",2025-12-31T00:00:00,Gulab Jamun,Lunch
Decent meal overall.,2024-10-26T00:00:00,Paneer Curry,Snacks
Good quality and well cooked.,2025-12-15T00:00:00,Veg Biryani,Snacks
The meal was okay.,2024-12-20T00:00:00,Mutton Curry,Breakfast
Good quality and well cooked.,2024-03-21T00:00:00,Uggani,Dinner
The meal was light and refreshing.,2025-06-17T00:00:00,Chicken Biryani,Lunch
"Amazing flavors, I loved the taste.",2025-07-20T00:00:00,Veg Biryani,Snacks
"It was fine, could be better.",2026-01-12T00:00:00,Chicken Biryani,Breakfast
"Really enjoyed the meal, it was delicious.",2025-12-16T00:00:00,Curd Rice,Breakfast
The food tasted great today.,2024-01-22T00:00:00,Bonda,Dinner
Good quality and well cooked.,2024-10-11T00:00:00,Vada,Breakfast
The meal was light and refreshing.,2024-03-27T00:00:00,Ice Cream,Snacks
The meal was light and refreshing.,2025-09-16T00:00:00,Dosa,Snacks
The food tasted great today.,2025-01-26T00:00:00,Ice Cream,Dinner
The food tasted great today.,2024-08-17T00:00:00,Ice Cream,Dinner
"Really enjoyed the meal, it was delicious.",2025-11-06T00:00:00,Chicken Biryani,Dinner
"Amazing flavors, I loved the taste.",2024-11-08T00:00:00,Uggani,Breakfast
The food tasted great today.,2025-09-15T00:00:00,Dosa,Snacks
The meal was light and refreshing.,2026-02-10T00:00:00,Samosa,Snacks
Good quality and well cooked.,2026-01-13T00:00:00,Chicken Biryani,Breakfast
The meal was light and refreshing.,2026-01-16T00:00:00,Uggani,Dinner
Portion size was perfect and taste was nice.,2025-02-01T00:00:00,Dosa,Breakfast
"Neither good nor bad, just normal.",2025-08-09T00:00:00,Paneer Curry,Dinner
"Taste was average, nothing special.",2025-01-25T00:00:00,Fish Curry,Snacks
"Really enjoyed the meal, it was delicious.",2024-01-16T00:00:00,Bonda,Lunch
The food tasted great today.,2024-09-12T00:00:00,Roti,Snacks
Good quality and well cooked.,2025-08-07T00:00:00,Mutton Curry,Snacks
Portion size was perfect and taste was nice.,2024-10-07T00:00:00,Ice Cream,Breakfast
"Amazing flavors, I loved the taste.",2024-09-13T00:00:00,Gulab Jamun,Snacks
"It was fine, could be better.",2025-08-05T00:00:00,Idli,Breakfast
The meal was light and refreshing.,2024-07-02T00:00:00,Samosa,Snacks
The food tasted great today.,2025-03-26T00:00:00,Bonda,Dinner
The food tasted great today.,2025-01-02T00:00:00,Idli,Dinner
"Neither good nor bad, just normal.",2024-02-29T00:00:00,Vada,Lunch
Portion size was perfect and taste was nice.,2025-07-18T00:00:00,Pongal,Snacks
The vegetables were overcooked and mushy.,2024-07-03T00:00:00,Samosa,Breakfast
Good quality and well cooked.,2025-05-21T00:00:00,Roti,Snacks
"Amazing flavors, I loved the taste.",2024-06-27T00:00:00,Curd Rice,Lunch
"Taste was average, nothing special.",2024-04-27T00:00:00,Curd Rice,Breakfast
"Amazing flavors, I loved the taste.",2025-06-02T00:00:00,Dosa,Lunch
The food tasted great today.,2025-07-20T00:00:00,Bonda,Snacks
"It was fine, could be better.",2024-09-20T00:00:00,Veg Biryani,Breakfast
Decent meal overall.,2026-01-05T00:00:00,Idli,Snacks
"It was fine, could be better.",2024-04-21T00:00:00,Dosa,Lunch
The food tasted great today.,2025-06-07T00:00:00,Pongal,Dinner
"Taste was average, nothing special.",2024-11-29T00:00:00,Pongal,Lunch
The food tasted great today.,2025-10-19T00:00:00,Gulab Jamun,Dinner
"Really enjoyed the meal, it was delicious.",2024-01-26T00:00:00,Uggani,Snacks
"It was fine, could be better.",2025-02-21T00:00:00,Samosa,Snacks
Good quality and well cooked.,2025-09-28T00:00:00,Gulab Jamun,Dinner
Good quality and well cooked.,2024-02-15T00:00:00,Idli,Lunch
Portion size was perfect and taste was nice.,2024-01-27T00:00:00,Paneer Curry,Lunch
The meal was light and refreshing.,2024-11-16T00:00:00,Sambar Rice,Lunch
The food was too spicy.,2025-01-22T00:00:00,Fish Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2026-02-19T00:00:00,Dosa,Lunch
"Really enjoyed the meal, it was delicious.",2025-08-01T00:00:00,Pongal,Breakfast
Portion size was perfect and taste was nice.,2026-01-20T00:00:00,Fish Curry,Dinner
Portion size was perfect and taste was nice.,2025-04-28T00:00:00,Sambar Rice,Breakfast
Good quality and well cooked.,2024-10-02T00:00:00,Fish Curry,Dinner
"Really enjoyed the meal, it was delicious.",2024-12-02T00:00:00,Chicken Biryani,Snacks
"Really enjoyed the meal, it was delicious.",2025-04-11T00:00:00,Veg Biryani,Snacks
"Amazing flavors, I loved the taste.",2024-09-03T00:00:00,Samosa,Breakfast
Good quality and well cooked.,2024-03-22T00:00:00,Bonda,Dinner
Good quality and well cooked.,2025-10-31T00:00:00,Gulab Jamun,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-03-04T00:00:00,Vada,Lunch
Portion size was perfect and taste was nice.,2024-09-07T00:00:00,Veg Biryani,Lunch
Portion size was perfect and taste was nice.,2024-09-23T00:00:00,Uggani,Lunch
Good quality and well cooked.,2024-04-30T00:00:00,Paneer Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2025-06-01T00:00:00,Pongal,Dinner
"Amazing flavors, I loved the taste.",2024-07-21T00:00:00,Curd Rice,Dinner
The food tasted great today.,2024-06-19T00:00:00,Veg Curry,Dinner
"It was fine, could be better.",2026-02-22T00:00:00,Sambar Rice,Dinner
"Amazing flavors, I loved the taste.",2024-04-13T00:00:00,Mutton Curry,Dinner
The meal was light and refreshing.,2025-03-17T00:00:00,Curd Rice,Breakfast
The food tasted great today.,2024-05-15T00:00:00,Idli,Lunch
"Fresh and tasty, good job by the kitchen.",2024-12-28T00:00:00,Fish Curry,Dinner
"Amazing flavors, I loved the taste.",2025-07-24T00:00:00,Curd Rice,Dinner
The food tasted great today.,2024-12-10T00:00:00,Veg Biryani,Snacks
"Amazing flavors, I loved the taste.",2024-02-16T00:00:00,Samosa,Breakfast
"Fresh and tasty, good job by the kitchen.",2025-02-22T00:00:00,Pongal,Snacks
Good quality and well cooked.,2026-02-14T00:00:00,Bonda,Dinner
"Amazing flavors, I loved the taste.",2024-07-06T00:00:00,Vada,Lunch
"Taste was average, nothing special.",2024-01-08T00:00:00,Fish Curry,Breakfast
The food was not cooked properly.,2024-11-24T00:00:00,Gulab Jamun,Dinner
Decent meal overall.,2026-01-09T00:00:00,Bonda,Lunch
"Really enjoyed the meal, it was delicious.",2024-10-31T00:00:00,Roti,Breakfast
The food tasted great today.,2025-07-31T00:00:00,Vada,Snacks
Good quality and well cooked.,2024-11-26T00:00:00,Fish Curry,Dinner
The meal was light and refreshing.,2024-07-01T00:00:00,Ice Cream,Snacks
The meal was light and refreshing.,2026-01-22T00:00:00,Curd Rice,Breakfast
Portion size was perfect and taste was nice.,2024-10-11T00:00:00,Chicken Biryani,Dinner
Good quality and well cooked.,2024-10-18T00:00:00,Samosa,Breakfast
Good quality and well cooked.,2024-10-07T00:00:00,Veg Curry,Breakfast
"Really enjoyed the meal, it was delicious.",2024-06-22T00:00:00,Vada,Dinner
Portion size was perfect and taste was nice.,2026-02-10T00:00:00,Paneer Curry,Snacks
"Amazing flavors, I loved the taste.",2024-10-12T00:00:00,Sambar Rice,Lunch
"Really enjoyed the meal, it was delicious.",2025-07-19T00:00:00,Curd Rice,Breakfast
The meal was okay.,2025-09-04T00:00:00,Fish Curry,Lunch
The meal was okay.,2025-05-15T00:00:00,Dosa,Lunch
"Really enjoyed the meal, it was delicious.",2024-10-15T00:00:00,Idli,Snacks
Portion size was perfect and taste was nice.,2024-05-09T00:00:00,Uggani,Dinner
The meal was okay.,2026-01-03T00:00:00,Bonda,Snacks
"Fresh and tasty, good job by the kitchen.",2025-05-20T00:00:00,Sambar Rice,Dinner
"Taste was average, nothing special.",2024-10-12T00:00:00,Roti,Breakfast
The meal was okay.,2026-02-01T00:00:00,Sambar Rice,Snacks
Good quality and well cooked.,2024-06-09T00:00:00,Veg Biryani,Breakfast
"It was fine, could be better.",2025-04-09T00:00:00,Fish Curry,Snacks
"Amazing flavors, I loved the taste.",2025-12-05T00:00:00,Fish Curry,Breakfast
"Neither good nor bad, just normal.",2024-04-12T00:00:00,Samosa,Breakfast
"Really enjoyed the meal, it was delicious.",2025-07-25T00:00:00,Fish Curry,Snacks
"Taste was average, nothing special.",2024-05-20T00:00:00,Dosa,Breakfast
"Amazing flavors, I loved the taste.",2024-07-19T00:00:00,Ice Cream,Lunch
"Really enjoyed the meal, it was delicious.",2025-05-11T00:00:00,Roti,Dinner
Good quality and well cooked.,2024-05-14T00:00:00,Veg Curry,Dinner
Portion size was perfect and taste was nice.,2026-01-10T00:00:00,Chicken Biryani,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-03-09T00:00:00,Chicken Biryani,Breakfast
"Amazing flavors, I loved the taste.",2024-07-01T00:00:00,Vada,Lunch
"It was fine, could be better.",2025-09-20T00:00:00,Dosa,Dinner
"Amazing flavors, I loved the taste.",2024-12-23T00:00:00,Ice Cream,Lunch
Good quality and well cooked.,2024-08-25T00:00:00,Vada,Lunch
"Fresh and tasty, good job by the kitchen.",2025-10-07T00:00:00,Paneer Curry,Dinner
Decent meal overall.,2025-05-07T00:00:00,Ice Cream,Snacks
"Really enjoyed the meal, it was delicious.",2024-04-25T00:00:00,Paneer Curry,Breakfast
"Fresh and tasty, good job by the kitchen.",2024-11-29T00:00:00,Paneer Curry,Dinner
The meal was okay.,2024-06-29T00:00:00,Veg Biryani,Dinner
"Amazing flavors, I loved the taste.",2024-04-26T00:00:00,Bonda,Snacks
"Amazing flavors, I loved the taste.",2024-05-11T00:00:00,Gulab Jamun,Dinner
Portion size was perfect and taste was nice.,2025-02-25T00:00:00,Vada,Dinner
"It was fine, could be better.",2024-10-01T00:00:00,Veg Biryani,Breakfast
The meal was light and refreshing.,2025-02-22T00:00:00,Fish Curry,Lunch
Good quality and well cooked.,2025-11-22T00:00:00,Dosa,Snacks
The food was not cooked properly.,2025-03-28T00:00:00,Samosa,Dinner
The food tasted strange today.,2024-02-25T00:00:00,Uggani,Dinner
"Amazing flavors, I loved the taste.",2024-08-12T00:00:00,Roti,Dinner
Good quality and well cooked.,2025-04-03T00:00:00,Samosa,Breakfast
The taste felt stale.,2024-06-19T00:00:00,Uggani,Lunch
The meal was light and refreshing.,2025-10-02T00:00:00,Mutton Curry,Lunch
"Really enjoyed the meal, it was delicious.",2025-09-11T00:00:00,Sambar Rice,Snacks
"Amazing flavors, I loved the taste.",2024-01-22T00:00:00,Mutton Curry,Breakfast
"It was fine, could be better.",2024-12-27T00:00:00,Ice Cream,Breakfast
"Amazing flavors, I loved the taste.",2024-02-20T00:00:00,Mutton Curry,Breakfast
"It was fine, could be better.",2025-07-02T00:00:00,Fish Curry,Lunch
Decent meal overall.,2025-02-09T00:00:00,Chicken Biryani,Lunch
The meal was light and refreshing.,2024-06-14T00:00:00,Veg Biryani,Snacks
"Neither good nor bad, just normal.",2024-08-08T00:00:00,Gulab Jamun,Snacks
The meal was okay.,2024-02-06T00:00:00,Mutton Curry,Lunch
Portion size was perfect and taste was nice.,2025-02-11T00:00:00,Idli,Breakfast
"Really enjoyed the meal, it was delicious.",2024-10-16T00:00:00,Vada,Breakfast
"Really enjoyed the meal, it was delicious.",2025-10-08T00:00:00,Paneer Curry,Breakfast
Good quality and well cooked.,2026-02-06T00:00:00,Veg Biryani,Breakfast
"Amazing flavors, I loved the taste.",2025-02-14T00:00:00,Sambar Rice,Dinner
The meal was light and refreshing.,2024-03-27T00:00:00,Curd Rice,Snacks
Portion size was perfect and taste was nice.,2026-01-09T00:00:00,Pongal,Breakfast
The meal was okay.,2026-01-30T00:00:00,Uggani,Breakfast
The food tasted great today.,2026-01-23T00:00:00,Mutton Curry,Lunch
The meal was light and refreshing.,2025-09-12T00:00:00,Ice Cream,Lunch
"Neither good nor bad, just normal.",2025-06-08T00:00:00,Paneer Curry,Snacks
Good quality and well cooked.,2025-04-14T00:00:00,Idli,Snacks
Good quality and well cooked.,2025-11-02T00:00:00,Chicken Biryani,Breakfast
"It was fine, could be better.",2025-03-15T00:00:00,Vada,Dinner
"Neither good nor bad, just normal.",2025-07-28T00:00:00,Pongal,Lunch
Good quality and well cooked.,2025-12-20T00:00:00,Roti,Dinner
"Fresh and tasty, good job by the kitchen.",2024-01-18T00:00:00,Mutton Curry,Lunch
Good quality and well cooked.,2026-02-20T00:00:00,Vada,Dinner
"Neither good nor bad, just normal.",2024-08-17T00:00:00,Mutton Curry,Breakfast
The meal was light and refreshing.,2024-08-25T00:00:00,Idli,Dinner
"Fresh and tasty, good job by the kitchen.",2025-07-30T00:00:00,Bonda,Snacks
"It was fine, could be better.",2024-05-27T00:00:00,Sambar Rice,Snacks
Portion size was perfect and taste was nice.,2024-06-22T00:00:00,Pongal,Breakfast
Portion size was perfect and taste was nice.,2024-09-12T00:00:00,Chicken Biryani,Dinner
"Fresh and tasty, good job by the kitchen.",2025-09-23T00:00:00,Pongal,Lunch
The food tasted great today.,2026-02-24T00:00:00,Vada,Lunch
"Fresh and tasty, good job by the kitchen.",2024-11-14T00:00:00,Vada,Snacks
The food tasted great today.,2024-11-25T00:00:00,Samosa,Lunch
Good quality and well cooked.,2025-12-07T00:00:00,Uggani,Breakfast
Portion size was perfect and taste was nice.,2025-05-26T00:00:00,Chicken Biryani,Dinner
"It was fine, could be better.",2025-04-17T00:00:00,Samosa,Lunch
The meal was okay.,2025-03-11T00:00:00,Vada,Breakfast
The meal was too salty.,2026-02-14T00:00:00,Pongal,Dinner
Portion size was perfect and taste was nice.,2026-02-05T00:00:00,Idli,Lunch
"Really enjoyed the meal, it was delicious.",2025-03-24T00:00:00,Sambar Rice,Lunch
"Neither good nor bad, just normal.",2025-05-22T00:00:00,Sambar Rice,Breakfast
"Really enjoyed the meal, it was delicious.",2026-02-05T00:00:00,Veg Curry,Dinner
"Neither good nor bad, just normal.",2024-01-10T00:00:00,Mutton Curry,Dinner
"Neither good nor bad, just normal.",2024-10-28T00:00:00,Paneer Curry,Breakfast
Portion size was perfect and taste was nice.,2025-01-15T00:00:00,Roti,Snacks
"It was fine, could be better.",2025-06-19T00:00:00,Veg Curry,Lunch
Portion size was perfect and taste was nice.,2025-09-11T00:00:00,Chicken Biryani,Snacks
"Fresh and tasty, good job by the kitchen.",2024-08-03T00:00:00,Roti,Dinner
"Really enjoyed the meal, it was delicious.",2025-06-20T00:00:00,Samosa,Lunch
Good quality and well cooked.,2025-03-02T00:00:00,Vada,Breakfast
"Neither good nor bad, just normal.",2024-03-09T00:00:00,Veg Curry,Lunch
"Amazing flavors, I loved the taste.",2024-07-11T00:00:00,Idli,Snacks
Portion size was perfect and taste was nice.,2025-04-14T00:00:00,Chicken Biryani,Breakfast
The food tasted great today.,2025-10-01T00:00:00,Samosa,Breakfast
The food tasted great today.,2024-12-24T00:00:00,Bonda,Lunch
Good quality and well cooked.,2025-10-05T00:00:00,Mutton Curry,Lunch
Good quality and well cooked.,2024-10-18T00:00:00,Idli,Lunch
"It was fine, could be better.",2025-10-01T00:00:00,Uggani,Snacks
Portion size was perfect and taste was nice.,2025-07-08T00:00:00,Ice Cream,Snacks
Portion size was perfect and taste was nice.,2024-06-05T00:00:00,Chicken Biryani,Breakfast
"It was fine, could be better.",2024-07-01T00:00:00,Sambar Rice,Lunch
"Really enjoyed the meal, it was delicious.",2025-06-18T00:00:00,Roti,Breakfast
Portion size was perfect and taste was nice.,2025-08-29T00:00:00,Ice Cream,Snacks
"Really enjoyed the meal, it was delicious.",2024-06-21T00:00:00,Roti,Dinner
"Really enjoyed the meal, it was delicious.",2024-04-03T00:00:00,Idli,Lunch
"Taste was average, nothing special.",2025-05-01T00:00:00,Curd Rice,Lunch
The meal was okay.,2024-02-23T00:00:00,Idli,Snacks
"Fresh and tasty, good job by the kitchen.",2025-11-11T00:00:00,Curd Rice,Dinner
Good quality and well cooked.,2025-05-27T00:00:00,Vada,Snacks
Portion size was perfect and taste was nice.,2025-02-06T00:00:00,Sambar Rice,Lunch
"Amazing flavors, I loved the taste.",2025-04-30T00:00:00,Ice Cream,Dinner
The meal was light and refreshing.,2025-06-18T00:00:00,Gulab Jamun,Snacks
Portion size was perfect and taste was nice.,2024-08-07T00:00:00,Samosa,Breakfast
"Taste was average, nothing special.",2025-03-23T00:00:00,Veg Curry,Snacks
"Fresh and tasty, good job by the kitchen.",2025-12-12T00:00:00,Mutton Curry,Dinner
Portion size was perfect and taste was nice.,2025-03-21T00:00:00,Roti,Breakfast
The food tasted great today.,2025-01-09T00:00:00,Gulab Jamun,Lunch
"Amazing flavors, I loved the taste.",2025-03-10T00:00:00,Bonda,Snacks
"Fresh and tasty, good job by the kitchen.",2025-01-18T00:00:00,Chicken Biryani,Lunch
"Really enjoyed the meal, it was delicious.",2025-03-28T00:00:00,Veg Curry,Breakfast
The food tasted great today.,2025-08-23T00:00:00,Gulab Jamun,Lunch
The food tasted great today.,2025-01-12T00:00:00,Paneer Curry,Snacks
Portion size was perfect and taste was nice.,2024-10-06T00:00:00,Roti,Breakfast
"Amazing flavors, I loved the taste.",2025-05-05T00:00:00,Dosa,Snacks
"Amazing flavors, I loved the taste.",2025-12-22T00:00:00,Ice Cream,Breakfast
"Amazing flavors, I loved the taste.",2024-02-28T00:00:00,Roti,Snacks
Portion size was perfect and taste was nice.,2025-10-09T00:00:00,Idli,Dinner
"Really enjoyed the meal, it was delicious.",2025-04-29T00:00:00,Bonda,Dinner
The food tasted great today.,2025-01-13T00:00:00,Mutton Curry,Breakfast
"Amazing flavors, I loved the taste.",2026-01-23T00:00:00,Idli,Lunch
The food tasted great today.,2025-03-05T00:00:00,Veg Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2025-10-14T00:00:00,Sambar Rice,Breakfast
The meal was okay.,2025-07-11T00:00:00,Dosa,Snacks
Decent meal overall.,2026-01-25T00:00:00,Roti,Lunch
The meal was light and refreshing.,2025-11-19T00:00:00,Idli,Snacks
Portion size was perfect and taste was nice.,2026-01-09T00:00:00,Samosa,Lunch
"Neither good nor bad, just normal.",2025-03-02T00:00:00,Gulab Jamun,Breakfast
"Really enjoyed the meal, it was delicious.",2026-02-18T00:00:00,Dosa,Breakfast
"Amazing flavors, I loved the taste.",2024-09-30T00:00:00,Fish Curry,Lunch
"Fresh and tasty, good job by the kitchen.",2024-02-15T00:00:00,Pongal,Lunch
"Amazing flavors, I loved the taste.",2025-06-01T00:00:00,Roti,Lunch
The meal was okay.,2024-11-14T00:00:00,Uggani,Lunch
The food tasted great today.,2024-12-15T00:00:00,Roti,Snacks
The taste felt stale.,2025-04-19T00:00:00,Bonda,Breakfast
The food tasted great today.,2024-07-05T00:00:00,Pongal,Breakfast
Good quality and well cooked.,2025-08-28T00:00:00,Pongal,Lunch
The side dish mentioned in the menu was missing.,2024-01-11T00:00:00,Idli,Lunch
